NodeID,MetadataMonth,ChronMonth
node_633702,2021-11,2021-11
node_1540645,2022-06,2022-05
node_1528610,2022-06,2022-05
node_1526524,2022-06,2022-05
node_2273982,2022-06,2022-05
node_2408687,2022-04,2022-03
node_926657,2022-05,2022-04
node_1501949,2022-05,2022-05
node_2250929,2022-04,2022-04
node_936184,2022-01,2021-12
node_2203817,2022-06,2022-05
node_1518129,2022-06,2022-05
node_1517490,2022-05,2022-04
node_2252205,2022-04,2022-04
node_2249845,2021-12,2022-01
node_2239266,2022-05,2022-04
node_2340800,2022-05,2022-05
node_1572506,2022-05,2022-05
node_1517719,2022-05,2022-04
node_2246816,2022-05,2022-03
node_996915,2022-03,2022-03
node_2251094,2022-05,2022-04
node_1493518,2022-06,2022-04
node_991809,2022-05,2022-04
node_2398326,2022-06,2022-05
node_920964,2022-04,2022-04
node_1499549,2022-04,2022-03
node_596267,2021-01,2021-11
node_1567324,2022-05,2022-04
node_1499561,2022-05,2022-04
node_1517765,2022-05,2022-04
node_1517739,2022-06,2022-04
node_1018981,2022-05,2022-05
node_1346536,2022-05,2022-05
node_902859,2022-04,2022-04
node_2203585,2022-05,2022-03
node_2215171,2021-12,2021-12
node_1489544,2022-05,2022-04
node_613762,2022-02,2021-12
node_1498373,2022-05,2022-05
node_1003373,2022-05,2022-05
node_1460747,2022-04,2022-03
node_985919,2022-05,2022-04
node_719345,2022-06,2022-03
node_2346639,2022-04,2022-04
node_922192,2022-02,2022-02
node_2251147,2022-04,2022-03
node_970188,2022-04,2022-04
node_2305338,2022-03,2022-03
node_1474728,2022-04,2022-04
node_833750,2022-05,2022-05
node_2384141,2022-05,2022-05
node_1447571,2022-02,2022-02
node_921623,2022-05,2022-04
node_2256844,2022-05,2022-05
node_2203741,2022-05,2022-05
node_1517073,2022-05,2022-05
node_1350447,2022-05,2022-05
node_1447575,2022-03,2022-03
node_1008500,2022-03,2022-03
node_1529361,2022-05,2022-04
node_797279,2022-05,2022-03
node_985917,2022-05,2022-04
node_2294723,2022-04,2022-04
node_921147,2022-03,2022-03
node_2369111,2022-03,2022-03
node_879280,2021-12,2021-11
node_2263601,2022-01,2022-01
node_2227240,2022-01,2022-01
node_2269933,2022-05,2022-05
node_916162,2022-05,2022-05
node_2250881,2022-05,2022-04
node_1465473,2022-01,2022-02
node_1499569,2022-02,2022-03
node_979750,2022-02,2022-02
node_1027627,2021-12,2022-01
node_2215218,2022-01,2022-01
node_2250821,2022-02,2022-02
node_946575,2022-01,2022-01
node_2377723,2022-03,2022-03
node_2639557,2022-04,2022-03
node_2410289,2022-01,2021-10
node_1468317,2022-03,2022-03
node_2260338,2022-05,2022-04
node_723583,2022-04,2022-04
node_923304,2022-04,2022-04
node_2249794,2022-04,2022-03
node_1458429,2022-04,2022-04
node_922191,2022-02,2022-01
node_2410005,2022-03,2022-03
node_993279,2022-03,2022-02
node_2375174,2022-04,2022-04
node_2250824,2022-05,2022-05
node_2389210,2022-02,2022-02
node_2396222,2022-02,2022-02
node_993266,2022-02,2022-01
node_1458160,2022-04,2022-04
node_1521428,2022-05,2022-04
node_917446,2022-03,2022-02
node_2227897,2021-05,2021-12
node_1375904,2022-03,2022-03
node_2380573,2022-04,2022-04
node_2225298,2022-04,2022-04
node_2256775,2022-04,2022-03
node_2398768,2022-05,2022-04
node_1499557,2022-04,2022-04
node_922201,2022-03,2022-03
node_796910,2022-02,2022-02
node_1023589,2022-01,2022-01
node_993280,2022-03,2022-02
node_1348052,2022-03,2022-03
node_1548528,2022-03,2022-03
node_946586,2022-01,2022-01
node_1023592,2022-01,2022-01
node_1028530,2022-05,2022-02
node_1008533,2022-05,2022-04
node_2395104,2022-05,2022-04
node_2256496,2022-04,2022-04
node_2215575,2022-03,2022-03
node_2251328,2022-04,2022-04
node_2256916,2022-03,2022-02
node_948835,2022-05,2022-04
node_1499570,2022-02,2022-03
node_993281,2022-03,2022-03
node_945706,2022-03,2022-03
node_1024396,2022-01,2022-01
node_2256810,2022-03,2022-03
node_2389261,2022-05,2022-04
node_942625,2022-04,2022-04
node_633754,2022-01,2022-01
node_917763,2022-04,2022-03
node_1023601,2022-01,2022-01
node_943292,2022-03,2022-03
node_797973,2022-04,2022-04
node_757960,2022-04,2022-03
node_2344298,2022-04,2022-03
node_2251130,2022-04,2022-04
node_917631,2021-12,2022-01
node_1349943,2022-01,2022-01
node_1029675,2022-01,2021-12
node_1520768,2022-02,2022-02
node_2251107,2022-03,2022-02
node_1027612,2022-01,2022-01
node_1023591,2022-01,2022-01
node_993265,2022-02,2022-01
node_2235620,2022-03,2022-03
node_1368448,2022-03,2022-03
node_993282,2022-03,2022-03
node_846424,2022-02,2021-12
node_1446715,2022-02,2022-01
node_903159,2022-04,2022-03
node_2227259,2022-04,2022-04
node_921222,2022-04,2022-04
node_993784,2022-04,2022-04
node_2251101,2022-03,2022-03
node_2257158,2022-04,2022-03
node_2305872,2022-05,2022-03
node_869954,2022-01,2021-12
node_551501,2022-01,2021-12
node_993283,2022-03,2022-03
node_1541986,2022-03,2022-03
node_916761,2022-02,2022-02
node_1027633,2022-01,2022-01
node_922008,2022-03,2022-03
node_2215201,2022-02,2022-01
node_975318,2022-01,2022-02
node_1531630,2022-04,2022-04
node_1541264,2022-04,2022-04
node_2217621,2022-04,2022-04
node_2389319,2022-02,2022-02
node_1352714,2022-03,2022-03
node_1445011,2022-03,2022-03
node_920938,2022-02,2022-02
node_2256886,2022-04,2022-03
node_2250917,2022-03,2022-02
node_551518,2022-01,2021-12
node_1030377,2021-12,2022-01
node_993307,2022-03,2022-03
node_1033369,2022-03,2022-03
node_993294,2022-01,2022-01
node_838608,2021-12,2021-12
node_2257402,2022-03,2022-03
node_2272010,2022-04,2022-04
node_962515,2022-03,2022-03
node_2219405,2022-04,2022-03
node_977712,2022-04,2022-04
node_551572,2022-01,2021-11
node_993270,2022-02,2022-02
node_1033370,2022-03,2022-03
node_993295,2022-01,2022-01
node_2250921,2022-02,2022-02
node_2256744,2022-03,2022-03
node_800018,2022-04,2022-03
node_2227004,2022-02,2022-01
node_2256397,2022-03,2022-02
node_796013,2022-03,2022-03
node_2214425,2022-03,2022-03
node_1447659,2022-03,2022-03
node_939949,2022-03,2022-03
node_1343318,2022-04,2022-03
node_1028507,2022-01,2021-12
node_725714,2022-02,2022-01
node_993297,2022-01,2022-01
node_670785,2021-12,2021-12
node_783115,2021-12,2021-11
node_2253486,2022-03,2022-03
node_2382272,2022-04,2022-04
node_916988,2022-04,2022-03
node_725988,2021-12,2021-11
node_902959,2022-02,2022-02
node_678178,2021-12,2021-11
node_551582,2022-01,2022-01
node_1027420,2022-02,2022-02
node_846457,2022-04,2022-03
node_949774,2022-03,2022-03
node_968228,2022-03,2022-03
node_993273,2022-03,2022-03
node_1030065,2022-03,2022-03
node_2305677,2022-03,2022-03
node_2306092,2022-04,2022-03
node_2257289,2022-03,2022-03
node_2257641,2022-03,2022-03
node_907053,2022-02,2022-01
node_917998,2022-01,2022-01
node_1014313,2022-02,2022-01
node_2395621,2022-02,2022-02
node_596476,2022-01,2022-01
node_633710,2022-01,2022-01
node_1029600,2022-02,2022-01
node_677467,2022-03,2022-03
node_556450,2022-03,2022-03
node_879995,2022-04,2022-02
node_2265170,2022-03,2022-03
node_1029682,2022-01,2022-01
node_590381,2022-02,2022-02
node_578377,2022-02,2022-02
node_529326,2021-12,2021-11
node_2216363,2022-03,2022-03
node_838620,2021-12,2022-01
node_585107,2022-03,2022-03
node_576760,2022-03,2022-03
node_746933,2022-03,2022-03
node_647135,2022-02,2022-02
node_639227,2022-03,2022-03
node_2387009,2022-03,2022-03
node_936420,2022-01,2022-01
node_2250775,2022-01,2022-02
node_900187,2021-12,2021-10
node_648595,2022-01,2021-11
node_1030395,2022-01,2022-01
node_838622,2021-12,2022-01
node_902803,2022-03,2022-03
node_2256970,2022-02,2022-02
node_2341048,2022-02,2022-02
node_2402745,2022-03,2022-03
node_2223572,2022-03,2022-03
node_1343374,2022-03,2022-03
node_2365296,2022-03,2022-02
node_920525,2022-02,2022-01
node_756209,2021-12,2021-12
node_580517,2021-12,2021-11
node_526952,2022-02,2021-12
node_580519,2021-12,2021-12
node_917778,2022-02,2022-02
node_993299,2022-02,2022-01
node_1003486,2022-02,2022-02
node_2215206,2022-02,2022-02
node_737404,2022-02,2022-02
node_2256812,2022-02,2022-02
node_529336,2021-12,2021-11
node_529339,2021-12,2021-12
node_725851,2021-12,2021-10
node_1454243,2022-02,2022-02
node_2257372,2022-03,2022-03
node_993272,2022-03,2022-02
node_762300,2022-03,2022-03
node_1456785,2022-03,2022-03
node_2273986,2022-03,2022-03
node_842051,2022-03,2022-03
node_1340020,2022-03,2022-03
node_897314,2021-12,2021-11
node_2257154,2022-02,2022-02
node_548102,2021-12,2021-11
node_723717,2022-02,2022-02
node_894474,2022-01,2021-12
node_977048,2022-01,2022-01
node_795080,2022-02,2022-01
node_1027538,2021-12,2022-01
node_869896,2022-01,2022-01
node_804558,2022-02,2022-01
node_611379,2021-12,2021-12
node_1339051,2022-02,2022-02
node_2224774,2022-03,2022-03
node_869223,2022-04,2022-02
node_2370173,2022-03,2022-03
node_2273973,2022-03,2022-03
node_1030352,2022-03,2022-03
node_2233855,2022-03,2022-02
node_2256404,2022-03,2022-02
node_903612,2022-01,2022-01
node_2277343,2022-02,2022-02
node_529279,2021-12,2021-10
node_993301,2022-02,2022-02
node_1352953,2022-02,2022-02
node_728455,2022-02,2022-02
node_2232758,2022-03,2022-02
node_1023612,2022-02,2022-01
node_765190,2022-03,2022-02
node_2305536,2022-02,2022-02
node_811519,2022-01,2022-01
node_900519,2021-12,2021-10
node_2409795,2022-02,2022-01
node_639118,2021-10,2021-11
node_558090,2022-03,2022-02
node_550952,2022-03,2022-02
node_758780,2022-02,2022-02
node_648646,2022-01,2022-01
node_554579,2022-02,2022-02
node_530307,2022-03,2022-02
node_994109,2022-03,2022-02
node_900645,2022-02,2022-01
node_948532,2022-01,2022-01
node_894471,2022-01,2021-12
node_768292,2021-12,2021-12
node_977047,2022-01,2022-01
node_528371,2021-12,2021-11
node_2250796,2022-01,2022-02
node_758644,2022-02,2022-02
node_915742,2022-03,2022-02
node_870009,2022-01,2022-01
node_676883,2022-02,2022-02
node_697629,2022-01,2022-01
node_550151,2021-12,2021-12
node_735481,2021-12,2021-12
node_725930,2021-12,2021-12
node_545756,2022-02,2022-02
node_688114,2022-02,2022-02
node_550616,2022-02,2022-01
node_870008,2022-01,2022-01
node_654431,2022-02,2022-02
node_526955,2022-02,2022-01
node_557993,2022-02,2022-01
node_716072,2022-02,2022-02
node_731110,2021-12,2021-12
node_621225,2021-12,2021-12
node_551857,2022-03,2022-02
node_2348129,2022-02,2022-02
node_638215,2022-02,2022-02
node_565071,2022-02,2022-02
node_765165,2022-02,2022-02
node_900556,2021-12,2021-12
node_725933,2021-12,2021-12
node_991452,2022-01,2021-12
node_1023619,2022-01,2022-01
node_894505,2022-01,2021-12
node_886614,2021-12,2021-11
node_3479091,2021-07,2021-08
node_900300,2021-12,2021-12
node_756191,2021-12,2021-12
node_735961,2022-01,2022-01
node_2389188,2022-02,2022-02
node_1029873,2022-02,2022-02
node_653702,2022-03,2022-02
node_685051,2022-03,2022-02
node_825646,2021-12,2021-11
node_880037,2022-01,2021-12
node_720500,2022-01,2021-12
node_639108,2021-10,2021-11
node_720501,2022-01,2022-01
node_1029759,2022-01,2022-01
node_807087,2022-01,2022-01
node_900301,2021-12,2021-12
node_639112,2021-10,2021-11
node_683973,2022-02,2022-02
node_2215173,2022-02,2022-01
node_551539,2022-02,2022-01
node_1543314,2022-02,2022-02
node_1029760,2022-02,2022-01
node_534911,2021-12,2021-12
node_601836,2022-01,2021-12
node_550656,2022-01,2021-12
node_3061040,2020-11,2021-07
node_842070,2022-01,2021-12
node_726081,2021-12,2021-11
node_576545,2021-12,2021-11
node_737504,2022-01,2022-01
node_551588,2022-02,2022-01
node_1374592,2022-02,2022-02
node_838538,2022-02,2022-01
node_2345744,2022-02,2022-02
node_991438,2021-12,2021-12
node_815541,2022-02,2022-01
node_528668,2021-12,2021-12
node_900297,2021-12,2021-10
node_539647,2021-12,2021-11
node_725949,2022-01,2021-12
node_593420,2022-02,2022-02
node_809082,2022-01,2022-01
node_645356,2022-01,2021-12
node_2215179,2022-02,2022-01
node_639120,2021-10,2021-11
node_655804,2022-01,2021-12
node_645357,2022-01,2022-01
node_529384,2022-01,2021-12
node_812346,2021-11,2021-12
node_552067,2021-12,2021-12
node_585106,2022-02,2022-02
node_725955,2022-01,2021-12
node_605468,2022-03,2022-02
node_921838,2022-02,2022-02
node_529317,2022-01,2021-12
node_839166,2022-02,2022-02
node_651277,2021-12,2021-12
node_601837,2022-01,2022-01
node_879704,2022-02,2022-01
node_645358,2022-01,2022-01
node_731109,2021-12,2021-12
node_908833,2021-12,2021-12
node_621135,2021-12,2021-11
node_903097,2022-01,2022-01
node_2255057,2022-01,2022-01
node_901483,2021-12,2021-12
node_629041,2021-12,2021-11
node_529555,2021-12,2021-11
node_594247,2021-12,2021-12
node_1443767,2021-12,2021-12
node_1029534,2021-12,2021-12
node_2608808,2021-11,2021-10
node_726034,2021-12,2021-12
node_529427,2021-12,2021-11
node_725997,2021-12,2021-11
node_2394986,2022-02,2022-02
node_529375,2022-01,2022-01
node_529365,2022-01,2022-01
node_529428,2021-12,2021-11
node_683489,2022-01,2022-01
node_551049,2022-01,2021-12
node_601840,2022-01,2022-01
node_528684,2021-12,2021-11
node_745499,2021-12,2021-12
node_867572,2022-01,2021-12
node_529294,2021-12,2021-11
node_1026556,2022-01,2021-12
node_550998,2022-01,2022-01
node_870058,2022-01,2021-12
node_615482,2021-12,2021-11
node_528036,2021-12,2021-12
node_726036,2021-12,2021-12
node_779189,2021-12,2021-12
node_901507,2022-01,2021-12
node_545407,2021-12,2021-12
node_562931,2021-12,2021-12
node_735652,2021-12,2021-12
node_529296,2021-12,2021-11
node_561489,2022-01,2021-12
node_926557,2022-04,2022-02
node_735775,2022-02,2022-01
node_582790,2022-01,2021-12
node_690524,2022-01,2022-01
node_726005,2022-01,2021-12
node_783147,2022-01,2021-12
node_549288,2021-12,2021-11
node_528040,2021-12,2021-12
node_900296,2021-12,2021-10
node_598466,2021-12,2021-12
node_587338,2022-01,2022-01
node_725856,2021-12,2021-12
node_562718,2022-01,2022-01
node_898521,2022-01,2022-01
node_861086,2022-02,2022-01
node_734885,2021-12,2021-11
node_561490,2022-01,2021-12
node_898406,2022-01,2022-01
node_567327,2021-12,2021-12
node_898026,2022-01,2022-01
node_897984,2022-01,2022-01
node_725894,2021-12,2021-11
node_543789,2021-12,2021-11
node_734917,2022-01,2021-12
node_725870,2022-01,2021-12
node_791392,2022-01,2021-12
node_886860,2021-12,2021-12
node_594246,2021-12,2021-12
node_633723,2021-12,2021-12
node_529316,2022-01,2021-11
node_902107,2022-01,2021-11
node_726118,2021-12,2021-12
node_529442,2022-01,2021-12
node_875449,2022-01,2021-12
node_550201,2022-02,2022-01
node_538015,2022-02,2022-01
node_735475,2021-12,2021-12
node_594237,2022-01,2021-12
node_838487,2022-02,2022-01
node_813174,2021-12,2021-12
node_735450,2021-12,2021-11
node_813175,2021-12,2021-12
node_834204,2022-01,2022-01
node_633730,2021-12,2021-12
node_798248,2022-01,2022-01
node_1029753,2021-12,2021-12
node_629523,2022-01,2022-01
node_734880,2021-12,2021-12
node_548686,2022-01,2021-12
node_617802,2022-01,2022-01
node_529400,2022-01,2021-12
node_880357,2022-01,2021-11
node_902130,2022-01,2021-11
node_906634,2021-12,2021-12
node_529874,2021-12,2021-11
node_728589,2021-12,2021-12
node_548520,2021-12,2021-12
node_624300,2022-01,2022-01
node_756225,2022-02,2022-01
node_725962,2022-01,2021-12
node_600179,2022-01,2022-01
node_898027,2022-01,2022-01
node_578341,2022-02,2022-01
node_626506,2022-01,2022-01
node_645395,2021-12,2021-12
node_529303,2021-12,2021-12
node_542896,2021-12,2021-12
node_3365600,2021-12,2021-11
node_2611855,2021-11,2021-11
node_726007,2022-01,2021-12
node_1029517,2022-01,2021-12
node_770922,2021-12,2021-12
node_879706,2022-01,2022-01
node_694873,2022-01,2021-12
node_550182,2022-01,2022-01
node_549588,2022-01,2021-12
node_900523,2021-12,2021-11
node_704843,2021-12,2021-12
node_725877,2021-12,2021-11
node_725908,2022-01,2021-12
node_621714,2021-12,2021-12
node_882862,2022-01,2021-11
node_3398758,2021-10,2021-09
node_726100,2022-01,2021-11
node_838941,2022-01,2022-01
node_601849,2022-01,2021-12
node_737519,2022-01,2021-12
node_547874,2022-01,2022-01
node_720593,2021-12,2021-11
node_838754,2022-01,2022-01
node_726045,2022-01,2021-12
node_703721,2021-12,2021-12
node_784861,2022-01,2021-12
node_719535,2022-01,2021-12
node_548438,2022-01,2021-12
node_529408,2022-01,2021-10
node_720594,2021-12,2021-11
node_737363,2021-12,2021-12
node_545370,2021-12,2021-11
node_902110,2022-01,2021-11
node_3058233,2021-10,2021-09
node_529730,2021-12,2021-12
node_738360,2022-01,2021-12
node_757305,2022-01,2022-01
node_667848,2021-12,2021-12
node_545811,2022-01,2021-12
node_726105,2022-01,2021-12
node_29018,2022-03,2021-11
node_561495,2022-01,2021-12
node_611390,2022-01,2021-12
node_3353047,2021-09,2021-08
node_667511,2021-12,2021-11
node_529284,2022-01,2021-11
node_734672,2022-01,2021-12
node_645814,2021-12,2021-12
node_556966,2022-01,2022-01
node_2725005,2022-01,2021-12
node_633727,2022-01,2022-01
node_641608,2022-01,2021-12
node_898072,2022-01,2021-12
node_726047,2022-01,2021-12
node_660272,2022-01,2022-01
node_659428,2021-12,2021-12
node_900791,2021-12,2021-12
node_645390,2021-12,2021-11
node_692953,2021-12,2021-12
node_720595,2021-12,2021-12
node_912258,2022-01,2022-01
node_725909,2022-01,2021-12
node_854870,2022-01,2021-12
node_3126308,2021-12,2021-10
node_3061044,2021-08,2021-08
node_626095,2021-12,2021-12
node_555894,2022-01,2021-12
node_639132,2021-12,2021-11
node_876203,2021-12,2021-12
node_726040,2021-12,2021-12
node_548164,2021-12,2021-12
node_2819657,2021-08,2021-08
node_735659,2021-12,2021-11
node_549538,2021-12,2021-12
node_822229,2022-01,2021-12
node_900793,2021-12,2021-12
node_561496,2022-01,2022-01
node_637796,2021-12,2021-12
node_548116,2022-01,2021-12
node_3271780,2022-01,2021-12
node_545174,2021-12,2021-12
node_2750434,2021-11,2021-11
node_3196244,2021-12,2021-11
node_720596,2021-12,2021-12
node_912255,2022-01,2021-12
node_735661,2021-12,2021-11
node_641661,2021-12,2021-12
node_548030,2021-12,2021-11
node_3330505,2021-10,2021-09
node_2998922,2021-11,2021-11
node_2854016,2021-11,2021-11
node_3398570,2022-01,2021-11
node_741786,2021-12,2021-11
node_247665,2020-02,2020-04
node_3061240,2021-11,2021-11
node_664545,2022-01,2022-01
node_571485,2021-12,2021-12
node_948564,2022-03,2022-01
node_543804,2021-12,2021-10
node_2995110,2021-11,2021-11
node_725975,2022-01,2021-12
node_773964,2021-12,2021-10
node_657169,2022-01,2021-12
node_2610244,2021-10,2021-10
node_2682149,2021-12,2021-12
node_783193,2021-12,2021-12
node_603457,2021-12,2021-12
node_528997,2021-12,2021-12
node_2870703,2021-12,2021-12
node_900790,2021-12,2021-12
node_3422248,2021-09,2021-08
node_2690045,2021-11,2021-10
node_2714995,2021-10,2021-10
node_623707,2022-01,2021-11
node_773966,2021-12,2021-11
node_2937137,2021-12,2021-11
node_2918182,2021-11,2021-11
node_3457712,2021-10,2021-08
node_2661956,2021-12,2021-10
node_2501738,2021-08,2021-08
node_648125,2021-12,2021-12
node_3327455,2021-10,2021-07
node_3214654,2021-07,2021-08
node_3470803,2021-11,2021-11
node_2859018,2021-11,2021-10
node_542985,2022-01,2021-11
node_3250328,2021-12,2021-12
node_899261,2021-12,2021-12
node_553905,2022-01,2021-11
node_734510,2021-12,2021-12
node_3398759,2021-10,2021-10
node_3239315,2021-10,2021-10
node_3502352,2021-12,2021-08
node_3397175,2021-11,2021-11
node_3470072,2021-11,2021-11
node_2601471,2021-12,2021-11
node_2802681,2021-10,2021-10
node_2923768,2021-11,2021-09
node_3359281,2021-11,2021-11
node_2672004,2021-11,2021-11
node_3179357,2021-12,2021-10
node_3190048,2021-12,2021-11
node_1027654,2022-02,2022-01
node_3064576,2021-12,2021-12
node_3133800,2021-12,2021-12
node_3061258,2020-11,2021-07
node_2714983,2021-09,2021-08
node_3466936,2021-11,2021-11
node_3382027,2021-11,2021-11
node_2605229,2021-12,2021-11
node_2584762,2021-10,2021-09
node_3061259,2020-11,2021-08
node_3069630,2021-09,2021-08
node_3061390,2021-10,2021-10
node_543815,2021-12,2021-12
node_3199826,2021-11,2021-10
node_2956549,2021-12,2021-12
node_2922369,2021-10,2021-10
node_3061266,2021-09,2021-09
node_2604851,2021-12,2021-11
node_3401076,2021-11,2021-11
node_3258928,2021-11,2021-11
node_2711010,2021-08,2021-08
node_2904764,2021-10,2021-10
node_3384642,2021-11,2021-10
node_3139652,2021-11,2021-10
node_3264083,2021-09,2021-09
node_2999588,2021-12,2021-11
node_2735530,2021-12,2021-10
node_3058653,2021-11,2021-11
node_3010549,2021-11,2021-11
node_580778,2021-12,2021-12
node_3383537,2021-12,2021-12
node_3158331,2021-12,2021-12
node_3017579,2021-12,2021-12
node_3478396,2021-11,2021-11
node_3017652,2021-11,2021-10
node_2629006,2021-10,2021-08
node_3503350,2021-11,2021-11
node_3183985,2021-12,2021-11
node_3004367,2021-10,2021-07
node_3247514,2021-11,2021-10
node_2644135,2021-11,2021-11
node_2871795,2021-09,2021-09
node_2651838,2021-09,2021-09
node_3414844,2021-10,2021-10
node_3404587,2021-11,2021-10
node_3089558,2021-12,2021-11
node_2955698,2021-11,2021-11
node_2621184,2021-12,2021-11
node_2724359,2021-11,2021-11
node_3133353,2021-12,2021-11
node_2670221,2021-11,2021-10
node_3208998,2021-12,2021-11
node_2724318,2021-10,2021-09
node_3228465,2021-10,2021-10
node_3057268,2021-09,2021-08
node_3458270,2021-07,2021-07
node_3061338,2021-08,2021-08
node_2587600,2021-12,2021-11
node_3253681,2021-11,2021-11
node_3322117,2021-11,2021-11
node_2691075,2021-11,2021-11
node_2733686,2021-08,2021-06
node_3440529,2021-12,2021-10
node_3198381,2021-12,2021-11
node_2501753,2021-09,2021-09
node_3419645,2021-11,2021-11
node_3295588,2021-12,2021-12
node_3429809,2021-11,2021-11
node_3458329,2021-11,2021-11
node_2927022,2021-10,2021-10
node_2754519,2021-08,2021-08
node_2584761,2021-10,2021-08
node_2501535,2021-11,2021-09
node_2627201,2021-11,2021-10
node_3057288,2022-01,2021-11
node_3168463,2021-12,2021-11
node_3484381,2021-11,2021-11
node_2606518,2021-12,2021-11
node_2661906,2021-12,2021-10
node_2821386,2021-12,2021-11
node_2887007,2021-10,2021-10
node_2787462,2021-10,2021-10
node_3189024,2021-10,2021-10
node_3197409,2021-11,2021-10
node_3454360,2021-11,2021-11
node_3195812,2021-11,2021-11
node_2501762,2021-11,2021-11
node_3512615,2021-11,2021-11
node_3100546,2021-12,2021-11
node_2852388,2021-10,2021-10
node_3298656,2021-10,2021-10
node_2680142,2021-10,2021-10
node_2905452,2021-12,2021-11
node_2939282,2021-12,2021-11
node_164348,2021-11,2021-11
node_2791860,2021-12,2021-11
node_3265721,2021-11,2021-11
node_3502295,2021-12,2021-09
node_3191043,2021-11,2021-10
node_3051565,2021-12,2021-11
node_3074737,2021-11,2021-10
node_3479564,2021-10,2021-10
node_3465723,2021-11,2021-09
node_3171827,2021-07,2021-05
node_3478281,2021-09,2021-09
node_3031380,2021-10,2021-09
node_3125408,2021-11,2021-09
node_3125665,2021-10,2021-08
node_2931323,2021-10,2021-08
node_3452938,2021-11,2021-11
node_2801887,2021-11,2021-10
node_2481927,2021-09,2021-09
node_3075767,2021-12,2021-10
node_2648249,2021-10,2021-10
node_2685478,2021-12,2021-11
node_3457701,2021-11,2021-09
node_2956064,2021-12,2021-11
node_2870188,2021-09,2021-09
node_3272775,2021-11,2021-10
node_2544166,2021-07,2021-05
node_3458339,2021-07,2021-07
node_2705142,2021-10,2021-10
node_3059773,2021-11,2021-10
node_3220181,2021-08,2021-08
node_3478831,2021-10,2021-09
node_3479532,2021-09,2021-09
node_2763822,2021-09,2021-09
node_3458341,2021-11,2021-11
node_2975108,2021-11,2021-11
node_2536709,2021-12,2021-09
node_2509293,2021-11,2021-10
node_3458292,2021-11,2021-11
node_2788304,2021-11,2021-11
node_3472897,2021-12,2021-11
node_3126335,2021-12,2021-11
node_3284823,2021-12,2021-11
node_3222408,2021-10,2021-10
node_3401856,2021-11,2021-11
node_2829695,2021-12,2021-11
node_3454285,2021-08,2021-08
node_3462411,2021-08,2021-08
node_3440479,2021-05,2021-06
node_2871831,2021-11,2021-10
node_3253680,2021-11,2021-10
node_2839014,2021-10,2021-09
node_3479082,2021-10,2021-09
node_3303021,2021-10,2021-10
node_2805225,2021-11,2021-10
node_2682194,2021-12,2021-11
node_2623121,2021-11,2021-09
node_3458370,2021-11,2021-10
node_2576021,2021-12,2021-09
node_3425590,2021-11,2021-11
node_3423121,2021-11,2021-10
node_3197892,2021-11,2021-11
node_3334598,2021-12,2021-11
node_2960459,2021-11,2021-11
node_3089717,2021-11,2021-10
node_2754668,2021-08,2021-08
node_3490768,2021-11,2021-10
node_3189022,2021-10,2021-10
node_3458272,2021-10,2021-10
node_3061250,2021-11,2021-10
node_2748947,2021-09,2021-09
node_3346494,2021-11,2021-11
node_3059753,2021-11,2021-10
node_3181769,2021-10,2021-09
node_3132754,2021-12,2021-11
node_3077424,2021-11,2021-11
node_2851925,2021-12,2021-11
node_2974185,2021-11,2021-11
node_2684642,2021-11,2021-11
node_3403825,2021-11,2021-11
node_2984754,2021-12,2021-10
node_3020868,2021-11,2021-11
node_3171856,2021-11,2021-11
node_2797219,2021-11,2021-11
node_2955780,2021-10,2021-09
node_3112436,2021-11,2021-11
node_3059272,2021-09,2021-08
node_3125836,2021-10,2021-10
node_2621233,2021-10,2021-10
node_2960561,2021-11,2021-10
node_3061342,2021-10,2021-10
node_3096395,2021-11,2021-10
node_2966151,2021-11,2021-09
node_3077204,2021-10,2021-10
node_2711292,2021-11,2021-09
node_3272772,2021-08,2021-08
node_3271659,2021-05,2021-04
node_2604405,2021-11,2021-10
node_3206461,2021-11,2021-11
node_2954545,2021-11,2021-11
node_2709300,2021-11,2021-11
node_2852795,2021-10,2021-09
node_2635350,2021-12,2021-11
node_2545307,2021-05,2021-04
node_3017857,2020-10,2021-06
node_2604942,2021-10,2021-10
node_3321748,2021-09,2021-09
node_3345520,2021-09,2021-09
node_3159683,2021-08,2021-06
node_3116654,2021-09,2021-08
node_3023306,2021-11,2021-10
node_3440517,2021-11,2021-10
node_3185526,2021-10,2021-10
node_3061453,2021-11,2021-10
node_2544171,2021-08,2021-08
node_2833994,2021-04,2021-05
node_3074703,2021-11,2021-11
node_2711867,2021-11,2021-11
node_2612726,2021-11,2021-11
node_3369756,2021-11,2021-11
node_3061062,2021-11,2021-11
node_3059771,2021-11,2021-08
node_3013121,2021-11,2021-11
node_2513430,2021-11,2021-11
node_2677643,2021-06,2021-06
node_2642590,2021-11,2021-09
node_3073663,2021-11,2021-10
node_3479587,2021-10,2021-10
node_2925459,2021-11,2021-11
node_2916966,2021-11,2021-10
node_3061312,2021-10,2021-10
node_3496897,2021-11,2021-10
node_3030292,2021-10,2021-10
node_3458340,2021-11,2021-09
node_3307635,2021-09,2021-08
node_2427431,2021-10,2021-10
node_2563323,2021-10,2021-09
node_2678009,2021-07,2021-07
node_3365034,2021-11,2021-11
node_3124746,2021-12,2021-10
node_2736611,2021-11,2021-11
node_2637883,2021-11,2021-10
